Title,URL,Description,Details,Journal,Year,Resource,Type,Identifiers,Db,EntrezUID,cDate,First_Author,University,Author_Number,pmid
Improved conventional method for the laboratory diagnosis of peritonitis from peritoneal dialysate in Sudan.,/pubmed/21799058,"Omer I, Hummeida MA, Musa HA.",Perit Dial Int. 2011 Jul-Aug;31(4):495-8. doi: 10.3747/PDI.2010.00147. No abstract available.,Perit Dial Int, 2011,PubMed,citation,PMID:21799058,pubmed,21799058,2011/07/30 , Omer I,Khartoum,3,21799058
Cortisol and uncomplicated Plasmodium falciparum malaria in an area of unstable malaria transmission in eastern Sudan.,/pubmed/21771440,"Ibrahim EA, Kheir MM, Elhardello OA, Almahi WA, Ali NI, Elbashir MI, Ishag A.",Asian Pac J Trop Med. 2011 Feb;4(2):146-7. doi: 10.1016/S1995-7645(11)60056-4.,Asian Pac J Trop Med, 2011,PubMed,citation,PMID:21771440,pubmed,21771440,2011/07/21 , Ibrahim EA,Khartoum,7,21771440
"Quality of root canal treatment performed by undergraduate dental students at the University of Khartoum, Sudan.",/pubmed/21771183,"Elsayed RO, Abu-Bakr NH, Ibrahim YE.",Aust Endod J. 2011 Aug;37(2):56-60. doi: 10.1111/j.1747-4477.2010.00273.x.,Aust Endod J, 2011,PubMed,citation,PMID:21771183,pubmed,21771183,2011/07/21 , Elsayed RO,Khartoum,3,21771183
Radiation doses to patients undergoing enteroclysis.,/pubmed/21743077,"Sulieman A, Vlychou M, Tsougos I, Kappas C, Theodorou K.",Radiat Prot Dosimetry. 2011 Sep;147(1-2):122-5. doi: 10.1093/rpd/ncr278.,Radiat Prot Dosimetry, 2011,PubMed,citation,PMID:21743077,pubmed,21743077,2011/07/12 , Sulieman A,Khartoum,5,21743077
Radiation doses to paediatric patients and comforters undergoing chest X rays.,/pubmed/21743069,"Sulieman A, Vlychou M, Tsougos I, Theodorou K.",Radiat Prot Dosimetry. 2011 Sep;147(1-2):171-5. doi: 10.1093/rpd/ncr295.,Radiat Prot Dosimetry, 2011,PubMed,citation,PMID:21743069,pubmed,21743069,2011/07/12 , Sulieman A,Khartoum,4,21743069
Radiation dose measurement in gastrointestinal studies.,/pubmed/21733856,"Sulieman A, Elzaki M, Kappas C, Theodorou K.",Radiat Prot Dosimetry. 2011 Sep;147(1-2):118-21. doi: 10.1093/rpd/ncr277.,Radiat Prot Dosimetry, 2011,PubMed,citation,PMID:21733856,pubmed,21733856,2011/07/08 , Sulieman A,Khartoum,4,21733856
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
High levels of Schistosoma mansoni infections among schoolchildren in central Sudan one year after treatment with praziquantel.,/pubmed/21729382,"Ahmed AM, El Tash LA, Mohamed EY, Adam I.",J Helminthol. 2012 Jun;86(2):228-32. doi: 10.1017/S0022149X11000290.,J Helminthol, 2012,PubMed,citation,PMID:21729382,pubmed,21729382,2011/07/07 , Ahmed AM,Khartoum,4,21729382
Absence of upper trunk of the brachial plexus.,/pubmed/23776793,"Adam AH, Mohammed AM, Grebballa A, Rizig S.",Int J Appl Basic Med Res. 2011 Jul;1(2):123-4. doi: 10.4103/2229-516X.91161.,Int J Appl Basic Med Res, 2011,PubMed,citation,PMID:23776793 | PMCID:PMC3657966,pubmed,23776793,2011/07/01 , Adam AH,Khartoum,4,23776793 | PMCID:PMC3657966
The effect of gender on heart rate variability in asthmatic and normal healthy adults.,/pubmed/23267292,"Lutfi MF, Sukkar MY.",Int J Health Sci (Qassim). 2011 Jul;5(2):146-54.,Int J Health Sci (Qassim), 2011,PubMed,citation,PMID:23267292 | PMCID:PMC3521833,pubmed,23267292,2011/07/01 , Lutfi MF,Khartoum,2,23267292 | PMCID:PMC3521833
Blindness following visceral leishmaniasis: a neglected post-kala-azar complication.,/pubmed/21676981,"Khalil EA, Musa AM, Younis BM, Elfaki ME, Zijlstra EE, Elhassan AM.",Trop Doct. 2011 Jul;41(3):139-40. doi: 10.1258/td.2011.110058.,Trop Doct, 2011,PubMed,citation,PMID:21676981,pubmed,21676981,2011/06/17 , Khalil EA,Khartoum,6,21676981
"A nosocomial transmission of crimean-congo hemorrhagic fever to an attending physician in North Kordufan, Sudan.",/pubmed/21672268,"Elata AT, Karsany MS, Elageb RM, Hussain MA, Eltom KH, Elbashir MI, Aradaib IE.",Virol J. 2011 Jun 15;8:303. doi: 10.1186/1743-422X-8-303.,Virol J, 2011,PubMed,citation,PMID:21672268 | PMCID:PMC3135558,pubmed,21672268,2011/06/16 , Elata AT,Khartoum,7,21672268 | PMCID:PMC3135558
Screening for tuberculosis and its histological pattern in patients with enlarged lymph node.,/pubmed/21660265,"Ahmed HG, Nassar AS, Ginawi I.",Patholog Res Int. 2011;2011:417635. doi: 10.4061/2011/417635.,Patholog Res Int, 2011,PubMed,citation,PMID:21660265 | PMCID:PMC3108380,pubmed,21660265,2011/06/11 , Ahmed HG,Khartoum,3,21660265 | PMCID:PMC3108380
"Multiple Crimean-Congo hemorrhagic fever virus strains are associated with disease outbreaks in Sudan, 2008-2009.",/pubmed/21655310,"Aradaib IE, Erickson BR, Karsany MS, Khristova ML, Elageb RM, Mohamed ME, Nichol ST.",PLoS Negl Trop Dis. 2011;5(5):e1159. doi: 10.1371/journal.pntd.0001159.,PLoS Negl Trop Dis, 2011,PubMed,citation,PMID:21655310 | PMCID:PMC3104971,pubmed,21655310,2011/06/10 , Aradaib IE,Khartoum,7,21655310 | PMCID:PMC3104971
Cervical cancer risk factors and feasibility of visual inspection with acetic acid screening in Sudan.,/pubmed/21573147,"Ibrahim A, Rasch V, Pukkala E, Aro AR.",Int J Womens Health. 2011 Apr 4;3:117-22. doi: 10.2147/IJWH.S14189.,Int J Womens Health, 2011,PubMed,citation,PMID:21573147 | PMCID:PMC3089429,pubmed,21573147,2011/05/17 , Ibrahim A,Khartoum,4,21573147 | PMCID:PMC3089429
Seroprevalence of cytomegalovirus and rubella among pregnant women in western Sudan.,/pubmed/21569321,"Hamdan HZ, Abdelbagi IE, Nasser NM, Adam I.",Virol J. 2011 May 11;8:217. doi: 10.1186/1743-422X-8-217.,Virol J, 2011,PubMed,citation,PMID:21569321 | PMCID:PMC3112446,pubmed,21569321,2011/05/17 , Hamdan HZ,Khartoum,4,21569321 | PMCID:PMC3112446
Paraphenylene diamine hair dye poisoning in an adolescent.,/pubmed/21543462,"Abdelraheem M, Ali el-T, Hussien R, Zijlstra E.",Toxicol Ind Health. 2011 Nov;27(10):911-3. doi: 10.1177/0748233711399321.,Toxicol Ind Health, 2011,PubMed,citation,PMID:21543462,pubmed,21543462,2011/05/06 , Abdelraheem M,Khartoum,4,21543462
"Assessment of accessibility and utilization of paediatric health care services at Elhassahisa Locality, Gezira State, Sudan.",/pubmed/21516956,"Elsayed DE, Elamin SH, Ali KE, Ballah MA.",East Afr J Public Health. 2010 Sep;7(3):210-3.,East Afr J Public Health, 2010,PubMed,citation,PMID:21516956,pubmed,21516956,2011/04/27 , Elsayed DE,Khartoum,4,21516956
"Tooth surface loss, prevalence and associated risk factors among 12-14 years school children in Khartoum State, Sudan.",/pubmed/21473354,"Sanhouri NM, Ziada HM, Ahmed GI, Kamis AH.",Community Dent Health. 2010 Dec;27(4):206-12.,Community Dent Health, 2010,PubMed,citation,PMID:21473354,pubmed,21473354,2011/04/09 , Sanhouri NM,Khartoum,4,21473354
Biopolymeric microparticles combined with lyophilized monophase dispersions for controlled flutamide release.,/pubmed/21457767,"Elgindy N, Elkhodairy K, Molokhia A, Elzoghby A.",Int J Pharm. 2011 Jun 15;411(1-2):113-20. doi: 10.1016/j.ijpharm.2011.03.047.,Int J Pharm, 2011,PubMed,citation,PMID:21457767,pubmed,21457767,2011/04/05 , Elgindy N,Khartoum,4,21457767
Lyophilized flutamide dispersions with polyols and amino acids: preparation and in vitro evaluation.,/pubmed/21446829,"Elgindy N, Elkhodairy K, Molokhia A, Elzoghby A.",Drug Dev Ind Pharm. 2011 Apr;37(4):446-55. doi: 10.3109/03639045.2010.522190.,Drug Dev Ind Pharm, 2011,PubMed,citation,PMID:21446829,pubmed,21446829,2011/03/31 , Elgindy N,Khartoum,4,21446829
The input in early treatment of hepatitis B virus (HBV) infection in Sudan is unmatching the demand of the reported high prevalence.,/pubmed/21443105,"Mutaal AA, Mohamed K, Ehhlas AM.",Hepatogastroenterology. 2010 Nov-Dec;57(104):1474-6.,Hepatogastroenterology, 2010,PubMed,citation,PMID:21443105,pubmed,21443105,2011/03/30 , Mutaal AA,Khartoum,3,21443105
"Identification and safety evaluation of Bacillus species occurring in high numbers during spontaneous fermentations to produce Gergoush, a traditional Sudanese bread snack.",/pubmed/21429611,"Thorsen L, Abdelgadir WS, Rønsbo MH, Abban S, Hamad SH, Nielsen DS, Jakobsen M.",Int J Food Microbiol. 2011 Apr 29;146(3):244-52. doi: 10.1016/j.ijfoodmicro.2011.02.028.,Int J Food Microbiol, 2011,PubMed,citation,PMID:21429611,pubmed,21429611,2011/03/25 , Thorsen L,Khartoum,7,21429611
Validation of PCR for detection and characterization of parasitaemia in massive splenomegaly attributed clinically to malaria infection.,/pubmed/21398075,"A-Elgayoum SM, El-Rayah el-A, Giha HA.",Diagn Microbiol Infect Dis. 2011 Jun;70(2):207-12. doi: 10.1016/j.diagmicrobio.2011.01.007.,Diagn Microbiol Infect Dis, 2011,PubMed,citation,PMID:21398075,pubmed,21398075,2011/03/15 , A-Elgayoum SM,Khartoum,3,21398075
"Obesity and pregnancy outcome in Khartoum, Sudan.",/pubmed/21397227,"Rayis DA, Abbaker AO, Salih Y, Adam I.",Int J Gynaecol Obstet. 2011 May;113(2):160-1. doi: 10.1016/j.ijgo.2010.12.008. No abstract available.,Int J Gynaecol Obstet, 2011,PubMed,citation,PMID:21397227,pubmed,21397227,2011/03/15 , Rayis DA,Khartoum,4,21397227
A perspective of the epidemiology of malaria and anaemia and their impact on maternal and perinatal outcomes in Sudan.,/pubmed/21389586,"Adam I, Elhassan EM, Haggaz AE, Ali AA, Adam GK.",J Infect Dev Ctries. 2011 Mar 2;5(2):83-7. Review.,J Infect Dev Ctries, 2011,PubMed,citation,PMID:21389586,pubmed,21389586,2011/03/11 , Adam I,Khartoum,5,21389586
Assessment of elastosis in invasive ductal carcinoma of the breast compared to fibroadenoma among Sudanese patients using conventional histochemical methods.,/pubmed/21375429,"Zakout YM, Abdullah SM, Ali MA.",Biotech Histochem. 2012 Feb;87(2):122-5. doi: 10.3109/10520295.2011.565805.,Biotech Histochem, 2012,PubMed,citation,PMID:21375429,pubmed,21375429,2011/03/08 , Zakout YM,Khartoum,3,21375429
"Identifying residual foci of Plasmodium falciparum infections for malaria elimination: the urban context of Khartoum, Sudan.",/pubmed/21373202,"Nourein AB, Abass MA, Nugud AH, El Hassan I, Snow RW, Noor AM.",PLoS One. 2011 Feb 23;6(2):e16948. doi: 10.1371/journal.pone.0016948.,PLoS One, 2011,PubMed,citation,PMID:21373202 | PMCID:PMC3044149,pubmed,21373202,2011/03/05 , Nourein AB,Khartoum,6,21373202 | PMCID:PMC3044149
"Echocardiographic diagnosis of atrioventricular septal defect without primum atrial septal defect: a relatively ""common"" congenital heart defect in Down's syndrome.",/pubmed/21362598,Ali S.,Anadolu Kardiyol Derg. 2011 Mar;11(2):183-5. doi: 10.5152/akd.2011.044. No abstract available.,Anadolu Kardiyol Derg, 2011,PubMed,citation,PMID:21362598,pubmed,21362598,2011/03/03 , Ali S,Khartoum,1,21362598
"Symptoms of neck, shoulder, forearms, and hands: a cohort study among computer office workers in Sudan.",/pubmed/21358292,"Eltayeb SM, Staal JB, Khamis AH, de Bie RA.",Clin J Pain. 2011 Mar-Apr;27(3):275-81. doi: 10.1097/AJP.0b013e3181fe94ef.,Clin J Pain, 2011,PubMed,citation,PMID:21358292,pubmed,21358292,2011/03/02 , Eltayeb SM,Khartoum,4,21358292
Pulmonary hypertension in patients with treated pulmonary tuberculosis: analysis of 14 consecutive cases.,/pubmed/21339885,"Ahmed AE, Ibrahim AS, Elshafie SM.",Clin Med Insights Circ Respir Pulm Med. 2011 Jan 13;5:1-5. doi: 10.4137/CCRPM.S6437.,Clin Med Insights Circ Respir Pulm Med, 2011,PubMed,citation,PMID:21339885 | PMCID:PMC3040077,pubmed,21339885,2011/02/23 , Ahmed AE,Khartoum,3,21339885 | PMCID:PMC3040077
Dengue hemorrhagic fever outbreak in children in Port Sudan.,/pubmed/21338953,"Malik A, Earhart K, Mohareb E, Saad M, Saeed M, Ageep A, Soliman A.",J Infect Public Health. 2011 Mar;4(1):1-6. doi: 10.1016/j.jiph.2010.08.001.,J Infect Public Health, 2011,PubMed,citation,PMID:21338953,pubmed,21338953,2011/02/23 , Malik A,Khartoum,7,21338953
Casein-based formulations as promising controlled release drug delivery systems.,/pubmed/21338636,"Elzoghby AO, El-Fotoh WS, Elgindy NA.",J Control Release. 2011 Aug 10;153(3):206-16. doi: 10.1016/j.jconrel.2011.02.010. Review.,J Control Release, 2011,PubMed,citation,PMID:21338636,pubmed,21338636,2011/02/23 , Elzoghby AO,Khartoum,3,21338636
Prevalence of Aggregatibacter actinomycetemcomitans in Sudanese patients with aggressive periodontitis: a case-control study.,/pubmed/21332472,"Elamin A, Albandar JM, Poulsen K, Ali RW, Bakken V.",J Periodontal Res. 2011 Jun;46(3):285-91. doi: 10.1111/j.1600-0765.2010.01337.x.,J Periodontal Res, 2011,PubMed,citation,PMID:21332472,pubmed,21332472,2011/02/22 , Elamin A,Khartoum,5,21332472
Determination of methotrexate and indomethacin in urine using SPE-LC-DAD after derivatization.,/pubmed/21330088,"Michail K, Moneeb MS.",J Pharm Biomed Anal. 2011 May 15;55(2):317-24. doi: 10.1016/j.jpba.2011.01.032.,J Pharm Biomed Anal, 2011,PubMed,citation,PMID:21330088,pubmed,21330088,2011/02/19 , Michail K,Khartoum,2,21330088
Early target cells of measles virus after aerosol infection of non-human primates.,/pubmed/21304593,"Lemon K, de Vries RD, Mesman AW, McQuaid S, van Amerongen G, Yüksel S, Ludlow M, Rennick LJ, Kuiken T, Rima BK, Geijtenbeek TB, Osterhaus AD, Duprex WP, de Swart RL.",PLoS Pathog. 2011 Jan 27;7(1):e1001263. doi: 10.1371/journal.ppat.1001263.,PLoS Pathog, 2011,PubMed,citation,PMID:21304593 | PMCID:PMC3029373,pubmed,21304593,2011/02/10 , Lemon K,Khartoum,14,21304593 | PMCID:PMC3029373
A clinical characterization of familial keloid disease in unique African tribes reveals distinct keloid phenotypes.,/pubmed/21285773,"Bella H, Heise M, Yagi KI, Black G, McGrouther DA, Bayat A.",Plast Reconstr Surg. 2011 Feb;127(2):689-702. doi: 10.1097/PRS.0b013e3181fed645.,Plast Reconstr Surg, 2011,PubMed,citation,PMID:21285773,pubmed,21285773,2011/02/03 , Bella H,Khartoum,6,21285773
Larvicidal activity of some plant extracts to larvae of the mosquito Culex quinquefasciatus (Say 1823).,/pubmed/21284341,"Ali NO, El-Rabaa FM.",Eur Rev Med Pharmacol Sci. 2010 Nov;14(11):925-33.,Eur Rev Med Pharmacol Sci, 2010,PubMed,citation,PMID:21284341,pubmed,21284341,2011/02/03 , Ali NO,Khartoum,2,21284341
Assessment of qualitative changes of Acid mucins among sudanese colorectal carcinoma patients.,/pubmed/21264528,"Zakout YM, Ezeldeen YA.",J Gastrointest Cancer. 2012 Jun;43(2):205-8. doi: 10.1007/s12029-010-9246-9.,J Gastrointest Cancer, 2012,PubMed,citation,PMID:21264528,pubmed,21264528,2011/01/26 , Zakout YM,Khartoum,2,21264528
The safety and efficacy of itraconazole for the treatment of patients with eumycetoma due to Madurella mycetomatis.,/pubmed/21247608,"Fahal AH, Rahman IA, El-Hassan AM, Rahman ME, Zijlstra EE.",Trans R Soc Trop Med Hyg. 2011 Mar;105(3):127-32. doi: 10.1016/j.trstmh.2010.11.008.,Trans R Soc Trop Med Hyg, 2011,PubMed,citation,PMID:21247608,pubmed,21247608,2011/01/21 , Fahal AH,Khartoum,5,21247608
Epidemiology of urinary tract infections and antibiotics sensitivity among pregnant women at Khartoum North Hospital.,/pubmed/21244660,"Hamdan HZ, Ziad AH, Ali SK, Adam I.",Ann Clin Microbiol Antimicrob. 2011 Jan 18;10:2. doi: 10.1186/1476-0711-10-2.,Ann Clin Microbiol Antimicrob, 2011,PubMed,citation,PMID:21244660 | PMCID:PMC3032644,pubmed,21244660,2011/01/20 , Hamdan HZ,Khartoum,4,21244660 | PMCID:PMC3032644
Frequency of Candida species in Papanicolaou smears taken from Sudanese oral hormonal contraceptives users.,/pubmed/21235288,"Zakout YM, Salih MM, Ahmed HG.",Biotech Histochem. 2012 Feb;87(2):95-7. doi: 10.3109/10520295.2010.548833.,Biotech Histochem, 2012,PubMed,citation,PMID:21235288,pubmed,21235288,2011/01/18 , Zakout YM,Khartoum,3,21235288
High Rate of Obesity-Associated Hypertension among Primary Schoolchildren in Sudan.,/pubmed/21234364,"Salman Z, Kirk GD, Deboer MD.",Int J Hypertens. 2010 Dec 22;2011:629492. doi: 10.4061/2011/629492.,Int J Hypertens, 2010,PubMed,citation,PMID:21234364 | PMCID:PMC3014717,pubmed,21234364,2011/01/15 , Salman Z,Khartoum,3,21234364 | PMCID:PMC3014717
The treatment of relapse in adults with minimal change nephrotic syndrome: myths and facts.,/pubmed/21196608,Shigidi MM.,Saudi J Kidney Dis Transpl. 2011 Jan;22(1):10-7. Review.,Saudi J Kidney Dis Transpl, 2011,PubMed,citation,PMID:21196608,pubmed,21196608,2011/01/05 , Shigidi MM,Khartoum,1,21196608
Genotypes of human papilloma virus in Sudanese women with cervical pathology.,/pubmed/21192803,"Salih MM, Safi ME, Hart K, Tobi K, Adam I.",Infect Agent Cancer. 2010 Dec 30;5:26. doi: 10.1186/1750-9378-5-26.,Infect Agent Cancer, 2010,PubMed,citation,PMID:21192803 | PMCID:PMC3022610,pubmed,21192803,2011/01/05 , Salih MM,Khartoum,5,21192803 | PMCID:PMC3022610
Button battery induced traumatic tracheoesophageal fistula: Case report and review of literature.,/pubmed/27493318,"Abdulkareem I, Sabir OM, Elamin A.",Sudan J Paediatr. 2011;11(2):43-9.,Sudan J Paediatr, 2011,PubMed,citation,PMID:27493318 | PMCID:PMC4949834,pubmed,27493318,2011/01/01 , Abdulkareem I,Khartoum,3,27493318 | PMCID:PMC4949834
Infection and immunoglobulin levels in Sudanese children with severe protein-energy malnutrition.,/pubmed/27493317,"Suliman OS, Salih MA, Karrar ZA, Mohammed AO, Helsing C.",Sudan J Paediatr. 2011;11(2):32-42.,Sudan J Paediatr, 2011,PubMed,citation,PMID:27493317 | PMCID:PMC4949832,pubmed,27493317,2011/01/01 , Suliman OS,Khartoum,5,27493317 | PMCID:PMC4949832
"Characteristics associated with severe pneumonia in under-five children admitted to emergency units of two teaching hospitals in Khartoum, Sudan.",/pubmed/27493316,"Salih KE, Salih A, El Samani el FZ, Hussien KE, Ibrahim SA.",Sudan J Paediatr. 2011;11(2):25-31.,Sudan J Paediatr, 2011,PubMed,citation,PMID:27493316 | PMCID:PMC4949831,pubmed,27493316,2011/01/01 , Salih KE,Khartoum,5,27493316 | PMCID:PMC4949831
Acute phase reactants in Sudanese children with severe protein-energy malnutrition.,/pubmed/27493306,"Suliman OS, Salih MA, Karrar ZA, Mohammed AO, Helsing C.",Sudan J Paediatr. 2011;11(1):48-59.,Sudan J Paediatr, 2011,PubMed,citation,PMID:27493306 | PMCID:PMC4949782,pubmed,27493306,2011/01/01 , Suliman OS,Khartoum,5,27493306 | PMCID:PMC4949782
Sanjad-Sakati Syndrome in Sudanese children.,/pubmed/27493305,"Arabi WA, Basheer AA, Abdullah MA.",Sudan J Paediatr. 2011;11(1):42-7.,Sudan J Paediatr, 2011,PubMed,citation,PMID:27493305 | PMCID:PMC4949781,pubmed,27493305,2011/01/01 , Arabi WA,Khartoum,3,27493305 | PMCID:PMC4949781
Pathologic causes of liver disease in Sudanese children: Results of 450 liver needle biopsies at a single children hospital.,/pubmed/27493304,Sabir OM.,Sudan J Paediatr. 2011;11(1):38-41.,Sudan J Paediatr, 2011,PubMed,citation,PMID:27493304 | PMCID:PMC4949779,pubmed,27493304,2011/01/01 , Sabir OM,Khartoum,1,27493304 | PMCID:PMC4949779
Recent intrauterine growth parameters of term Sudanese neonates in Khartoum compared to the findings three decades earlier.,/pubmed/27493303,"Abdel Rahman SE, Ibrahim GO.",Sudan J Paediatr. 2011;11(1):29-37.,Sudan J Paediatr, 2011,PubMed,citation,PMID:27493303 | PMCID:PMC4949778,pubmed,27493303,2011/01/01 , Abdel Rahman SE,Khartoum,2,27493303 | PMCID:PMC4949778
The role of the health system in the prevention of hearing loss among children in Sub-Saharan Africa.,/pubmed/27493301,"Abdalla FM, Omar MA.",Sudan J Paediatr. 2011;11(1):8-19. Review.,Sudan J Paediatr, 2011,PubMed,citation,PMID:27493301 | PMCID:PMC4949789,pubmed,27493301,2011/01/01 , Abdalla FM,Khartoum,2,27493301 | PMCID:PMC4949789
"Nasopharyngeal cancer in Sudan: epidemiology, clinical and histological characteristics.",/pubmed/24179400,"Abdullah NE, Adam AA, Khalifa EH, El Hassan LA, Ibrahim ME, Hamad KM, El Hassan AM.",Clin Med Insights Ear Nose Throat. 2011 Feb 22;4:5-11. doi: 10.4137/CMENT.S5825.,Clin Med Insights Ear Nose Throat, 2011,PubMed,citation,PMID:24179400 | PMCID:PMC3783288,pubmed,24179400,2011/01/01 , Abdullah NE,Khartoum,7,24179400 | PMCID:PMC3783288
Performance evaluation of three different types of local evaporative cooling pads in greenhouses in Sudan.,/pubmed/23961103,"Ahmed EM, Abaas O, Ahmed M, Ismail MR.",Saudi J Biol Sci. 2011 Jan;18(1):45-51. doi: 10.1016/j.sjbs.2010.09.005.,Saudi J Biol Sci, 2011,PubMed,citation,PMID:23961103 | PMCID:PMC3730861,pubmed,23961103,2011/01/01 , Ahmed EM,Khartoum,4,23961103 | PMCID:PMC3730861
Acceptable alternatives for forced vital capacity in the spirometric diagnosis of bronchial asthma.,/pubmed/23776767,Lutfi MF.,Int J Appl Basic Med Res. 2011 Jan;1(1):20-3. doi: 10.4103/2229-516X.81975. Erratum in: Int J Appl Basic Med Res. 2012 Jan;2(1):62.,Int J Appl Basic Med Res, 2011,PubMed,citation,PMID:23776767 | PMCID:PMC3657951,pubmed,23776767,2011/01/01 , Lutfi MF,Khartoum,1,23776767 | PMCID:PMC3657951
Evaluation of oral health-related quality of life among Sudanese schoolchildren using Child-OIDP inventory.,/pubmed/21182769,"Nurelhuda NM, Ahmed MF, Trovik TA, Åstrøm AN.",Health Qual Life Outcomes. 2010 Dec 23;8:152. doi: 10.1186/1477-7525-8-152.,Health Qual Life Outcomes, 2010,PubMed,citation,PMID:21182769 | PMCID:PMC3019139,pubmed,21182769,2010/12/25 , Nurelhuda NM,Khartoum,4,21182769 | PMCID:PMC3019139
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
Fetal Doppler ultrasound assessment of ductus venosus in a 31-40 [corrected] weeks gestation normal fetus in the Pakistani population.,/pubmed/21173937,"Gilani SA, Javaid A, Bala AA.",Med Ultrason. 2010 Jun;12(2):110-3. Erratum in: Med Ultrason. 2010 Sep;12(3):260.,Med Ultrason, 2010,PubMed,citation,PMID:21173937,pubmed,21173937,2010/12/22 , Gilani SA,Khartoum,3,21173937
Empyema thoracis.,/pubmed/21157522,"Ahmed AE, Yacoub TE.",Clin Med Insights Circ Respir Pulm Med. 2010 Jun 17;4:1-8.,Clin Med Insights Circ Respir Pulm Med, 2010,PubMed,citation,PMID:21157522 | PMCID:PMC2998927,pubmed,21157522,2010/12/16 , Ahmed AE,Khartoum,2,21157522 | PMCID:PMC2998927
The potential of 4D sonography in the assessment of fetal behavior in high-risk pregnancies.,/pubmed/21142753,"Talic A, Kurjak A, Ahmed B, Stanojevic M, Predojevic M, Kadic AS, Di Renzo GC.",J Matern Fetal Neonatal Med. 2011 Jul;24(7):948-54. doi: 10.3109/14767058.2010.534830.,J Matern Fetal Neonatal Med, 2011,PubMed,citation,PMID:21142753,pubmed,21142753,2010/12/15 , Talic A,Khartoum,7,21142753
Raised plasma insulin level and homeostasis model assessment (HOMA) score in cerebral malaria: evidence for insulin resistance and marker of virulence.,/pubmed/21140005,"Eltahir EM, El Ghazali G, A-Elgadir TM, A-Elbasit IE, Elbashir MI, Giha HA.",Acta Biochim Pol. 2010;57(4):513-20.,Acta Biochim Pol, 2010,PubMed,citation,PMID:21140005,pubmed,21140005,2010/12/09 , Eltahir EM,Khartoum,6,21140005
Epidemiology of underweight and overweight-obesity among term pregnant Sudanese women.,/pubmed/21134264,"Rayis DA, Abbaker AO, Salih Y, Diab TE, Adam I.",BMC Res Notes. 2010 Dec 6;3:327. doi: 10.1186/1756-0500-3-327.,BMC Res Notes, 2010,PubMed,citation,PMID:21134264 | PMCID:PMC3004927,pubmed,21134264,2010/12/08 , Rayis DA,Khartoum,5,21134264 | PMCID:PMC3004927
"Drug use practices at pediatric hospitals of Khartoum State, Sudan.",/pubmed/21119094,"Ahmed AM, Awad AI.",Ann Pharmacother. 2010 Dec;44(12):1986-93. doi: 10.1345/aph.1P423.,Ann Pharmacother, 2010,PubMed,citation,PMID:21119094,pubmed,21119094,2010/12/02 , Ahmed AM,Khartoum,2,21119094
Cytokine profiles in children with severe Plasmodium falciparum malaria in an area of unstable malaria transmission in central Sudan.,/pubmed/21118871,"Mirghani HA, Eltahir HG, A-Elgadir TM, Mirghani YA, Elbashir MI, Adam I.",J Trop Pediatr. 2011 Oct;57(5):392-5. doi: 10.1093/tropej/fmq109.,J Trop Pediatr, 2011,PubMed,citation,PMID:21118871,pubmed,21118871,2010/12/02 , Mirghani HA,Khartoum,6,21118871
Mode of action of epoxyphomalins A and B and characterization of related metabolites from the marine-derived fungus Paraconiothyrium sp.,/pubmed/21114274,"Mohamed IE, Kehraus S, Krick A, König GM, Kelter G, Maier A, Fiebig HH, Kalesse M, Malek NP, Gross H.",J Nat Prod. 2010 Dec 27;73(12):2053-6. doi: 10.1021/np100310k.,J Nat Prod, 2010,PubMed,citation,PMID:21114274,pubmed,21114274,2010/12/01 , Mohamed IE,Khartoum,10,21114274
"Assessment of core activities and supportive functions for the communicable diseases surveillance system in Khartoum state, Sudan, 2005-2007.",/pubmed/24988392,"Sahal N, Reintjes R, Eltayeb EM, Aro AR.",East Mediterr Health J. 2012 Dec 4;16(12):1204-10.,East Mediterr Health J, 2012,PubMed,citation,PMID:24988392,pubmed,24988392,2010/12/01 , Sahal N,Khartoum,4,24988392
Aflatoxin B1 contamination of traditionally processed peanuts butter for human consumption in Sudan.,/pubmed/21104323,"Elshafie SZ, ElMubarak A, El-Nagerabi SA, Elshafie AE.",Mycopathologia. 2011 Jun;171(6):435-9. doi: 10.1007/s11046-010-9378-2.,Mycopathologia, 2011,PubMed,citation,PMID:21104323,pubmed,21104323,2010/11/26 , Elshafie SZ,Khartoum,4,21104323
"In areas of low transmission, is the presumptive treatment of febrile but bloodsmear-negative patients for malaria validated by the results of PCR-based testing?",/pubmed/21092394,"A-Elgayoum SM, El-Rayah EA, Giha HA.",Ann Trop Med Parasitol. 2010 Oct;104(7):573-81. doi: 10.1179/136485910X12851868780027.,Ann Trop Med Parasitol, 2010,PubMed,citation,PMID:21092394,pubmed,21092394,2010/11/26 , A-Elgayoum SM,Khartoum,3,21092394
Pattern of pediatric chronic myeloid leukemia in Sudan and hematological response to imatinib.,/pubmed/21083363,Alkhatib MA.,Pediatr Hematol Oncol. 2011 Mar;28(2):100-5. doi: 10.3109/08880018.2010.512949.,Pediatr Hematol Oncol, 2011,PubMed,citation,PMID:21083363,pubmed,21083363,2010/11/19 , Alkhatib MA,Khartoum,1,21083363
